Label,text
1,"Мюррей повертається до збірної Шотландії

Юен Мюррей був включений до тренувального складу збірної Шотландії після восьмитижневого відсторонення напередодні матчу Шести Націй проти Ірландії в суботу.

Відсторонення форварда ""Глазго"" за скачування закінчилося 2 лютого. ""Я просто радий повернутися до гри і бути частиною складу,"" – сказав Мюррей в понеділок. ""Сподіваюся, я зможу провести кілька ігор і у мене буде шанс зіграти пізніше в Шести Націях. Я просто радий бути частиною всього цього.""

Задні: Майк Блер (Единбурзький регбі), Енді Крейг (Глазго регбі), Крис Кусітер (Бордєри), Саймон Даніеллі (Бордєри), Маркус ді Ролло (Единбурзький регбі), Філ Годман (Единбурзький регбі), Келвін Хауарт (Глазго регбі), Бен Хіншелвуд (Ворчестер Ворріорс), Ендрю Гендерсон (Глазго регбі), Рорі Ламонт (Глазго регбі), Шон Ламонт (Глазго регбі), Дан Паркс (Глазго регбі), Крис Патерсон (Единбурзький регбі), Гордон Росс (Лідс Тайкс), Хьюго Саутвелл (Единбурзький регбі), Саймон Вебстер (Единбурзький регбі) 

Форварди: Росс Біті (Нортгемптон Сейнтс), Гордон Буллок (капітан, Глазго регбі), Девід Келлам (Единбурзький регбі), Брюс Дуглас (Бордєри), Джон Дунбар (Лідс Тайкс), Іain Фуллартон (Сараценс), Стюарт Граймс (Ньюкасл Фалконс), Нейтхан Хайнс (Единбурзький регбі), Аллістер Хогг (Единбурзький регбі), Гевін Керр (Лідс Тайкс), Нік Ллойд (Сараценс), Скотт Лоусон (Глазго регбі), Юен Мюррей (Глазго регбі), Скотт Мюррей (Единбурзький регбі), Джон Петрі (Глазго регбі), Роббі Рассел (Лондон Айріш), Том Сміт (Нортгемптон Сейнтс), Джейсон Уайт (Сейл Шаркс)."
3,"BBC ""повинна дозволити більше контролю""

Члени парламенту закликали BBC дати контролюючим органам більше свободи у перевірці того, як витрачаються 2 мільярди фунтів стерлінгів з ліцензійних зборів.

Комітет з питань державних витрат закликав надати Національному рахунковому управлінню ""вільні руки"" для розслідування того, як BBC забезпечує вартість за гроші. Хоча шість областей будуть відкриті для перевірки, аудиторам слід надати більше влади у виборі того, що розслідувати, зазначили депутати. Цей заклик було зроблено у звіті про цифровий сервіс Freeview BBC. ""Наша мета не полягає в переписуванні сюжету EastEnders, а просто в тому, щоб забезпечити, щоб BBC була такою ж підзвітною парламенту, як і будь-яка інша організація, що витрачає державні кошти,"" - сказав голова комітету, депутат Едвард Лей. ""Витрати BBC не підлягають повному незалежному контролю і підзвітності парламенту. ""Парламент вимагає від власників телевізорів сплачувати ліцензійний збір і очікує, що контролер і головний аудитор, від імені парламенту, зможе перевірити, як ці кошти, більше ніж 2 мільярди фунтів на рік, використовуються.""

Представник BBC заявила: ""Ми поділяємо інтерес комітету щодо забезпечення того, щоб державні кошти, які ми отримуємо, витрачались ефективно. Хоча на початковій стадії, ми вважаємо, що домовленості з НАО працюють добре і мають отримати час для розвитку."" Звіт вказував на те, що цифровий сервіс Freeview мав ""вражаючий"" попит з моменту свого запуску, але BBC все ще повинна розвіяти неоднозначність щодо сервісу. Комітет виявив, що BBC змогла забезпечити безкоштовний доступ до цифрових каналів після колапсу ITV Digital у 2002 році. Але той факт, що один з чотирьох домогосподарств не міг доступити Freeview, залишався проблемою.

У звіті зазначалося, що хоча прогалини в покритті здебільшого були спричинені проблемами рельєфу, потрібні детальні пояснення на веб-сайті Freeview та на рекламних матеріалах, чому сервіс недоступний у певних регіонах. Уряд запропонував відключення аналогового телевізійного сигналу, при цьому 2012 рік є найновішою запропонованою датою. BBC запустила Freeview у 2002 році як альтернативу супутниковим підписним сервісам, таким як Sky, щоб надати можливість переглядати свої цифрові канали, такі як BBC Three та News 24. За оцінками, з моменту запуску було продано близько п'яти мільйонів декодерів Freeview, а ціни значно знизилися. Корпорація планує витратити до 138 мільйонів фунтів стерлінгів на Freeview до 2014 року, щоб забезпечити людям можливість отримувати сервіс по всій Великобританії і бути про нього поінформованими."
1,"Травми викликають занепокоєння в складі збірної Уельсу

Уельс має низку турбот через травми перед міжнародним товариським матчем проти Угорщини в середу в Кардіффі.

Гравець Вест Гему Гевін Вільямс (голеностоп), ймовірно, пропустить гру, тому в команду викликано захисника Рексема Стівена Робертса, який ще не має капіт. Захисники Денні Габбідон і Гарет Робертс, а також Раян Гіггз мають проблеми з задньою поверхнею стегна, тоді як також є невизначеність щодо Роббі Севіджа (поперек). Проте очікується, що вінгер Манчестер Юнайтед Гіггз встигне відновитися до важливої гри, щоб здобути свою 50-ту капу на стадіоні ""Мілленіум"". Також були під питанням захисник Кардіффа Ріс Уестон, але здається, що захисник впорався з тією травмою, яку він отримав під час поразки ""Блюбірдс"" у матчі з Вест Гемом з рахунком 0:1 в неділю. Ці новини залишають тренера Уельсу Джона Тошака з нестачею захисників перед його першим матчем на посаді, оскільки Марк Делані з Астон Вілли травмований, а Джеймс Коллінз з молодіжної збірної. Це може відкрити шлях для нових облич Денні Коллінза і Дейва Партриджа зробити дебют за збірну Уельсу.

Койн (Бернлі), Джонс (Вулверхемптон), Робертс (Рексем), Коллінз (Сандерленд), Едвардс (Вулверхемптон), Габбідон (Кардіфф), Пейдж (Кардіфф), Партридж (Матервелл), Рікетс (Свенсі), Робертс (Транмер), Уестон (Кардіфф), Дейвіс (Тоттенгем), Флетчер (Вест Гем), Гіггз (Манчестер Юнайтед), Кума (Вест Бромвіч), Робінсон (Сандерленд), Севідж (Блекберн), Вільямс (Вест Гем), Белламі (Ньюкасл), Ерншоу (Вест Бромвіч), Хартсон (Селтік)."
0,"Викликаючі полювання ставлять закон під сумнів

Тисячі прихильників полювання вийшли на перший день полювання в Англії та Уельсі після набуття чинності заборони на полювання з собаками.

Альянс сільської місцевості закликав прихильників полювання зустрічатися, як зазвичай, але пообіцяв дотримуватися закону. Незважаючи на те, що полювання з собаками тепер є кримінальним злочином, вигулювання собак, переслідування слідів і вигнання лисиць для пострілу залишаються законними. Один антиполіцейський протестувальник був доставлений до лікарні після насильницької сутички в Кенті.

Чоловік отримав травми обличчя після інциденту, що стався з групою чоловіків на кінці Полювання Східного Кента, поблизу Ашфорда. У Вілтширі поліція затримала чотирьох чоловіків відповідно до нового закону, підозрюючи їх у полюванні з собаками. Група з Південного Уельсу та Ірландії була відпущена під заставу, але поліція говорить, що їм можуть загрожувати звинувачення за новими законами про браконьєрство.

Вважається, що більше 270 полювань відбулося в суботу, лише через один день після введення заборони.

Їх вітали великі натовпи в багатьох регіонах країни, серед прихильників були актор Джеремі Айронс і колишня міністр Кейт Хоуі. Антиполіцейські групи - такі як Ліга проти жорстоких видів спорту - визначили 100 спостерігачів на полюваннях, щоб перевірити наявність незаконної діяльності.

Майк Хобдей з ліги заявив, що відеодокази порушення закону будуть передані поліції. ""Наші дані свідчать, що більшість полювань дійсно діяли в рамках закону, багато з них зустрічалися і відразу поверталися додому, а інші мирно вигулювали своїх собак або займалися слідовим полюванням. Однак ми отримали повідомлення про те, що, на нашу думку, це явно незаконна діяльність з боку ряду полювань по всій Великобританії."" Кореспондент BBC Симон Холл на Поусбриджі в Дарстворі в Західній країні повідомив, що 2000 людей вийшли, щоб зустріти полювання.

А журналістка BBC Сара Мукерджі з полювання Бофорта у Бадмінтоні, Глостершир, зазначила, що кілька сотень людей зібралися пішки, щоб побачити полювання, з 150 на конях. Том Хіп, кореспондент BBC з питань сільського господарства, сказав, що, здається, мисливець дотримувався нових правил. І хоча в суботу була велика підтримка полювання, він сказав, що залишається невідомим, чи зможе ця підтримка зберегтися.

Перед тим, як виїхати з полюванням, колишня міністр Кейт Хоуі сказала натовпу: ""Ми переможемо, і цей закон потрібно скасувати."" Джудіт Моріц у Мелтон Мобрей сказала, що антиполіцейські активісти вийшли стежити за чотирма полюваннями, що працюють у цій частині Лестерширу, але їх перевершили великі натовпи послідовників. Альянс сільської місцевості сказав, що зустрічі покажуть, що новий закон ""неможливо визначити"" і відкритий для різних тлумачень.

Генеральний директор Симон Харт сказав: ""Полювання в Англії триває вже 700 років. Це [заборона] може зайняти два чи три роки, можливо, два чи три місяці, щоб скасувати."" ""Це буде не більше ніж тимчасова перерва в нормальному обслуговуванні, як кажуть мовники."" Спікерка консервативної родини Тереза Мей сказала, що, якщо партія знову прийде до влади, вона забезпечить скасування закону. Шеф поліції Саффолка Алістейр Макуіртер, речник Асоціації начальників поліції з питань сільського нагляду, розповів BBC, що закон буде виконуватися, хоча поліція не буде розганяти полювання. Генеральний прокурор лорд Голдсміт досі не дав жодних вказівок поліції щодо того, як їй слід поводитися з будь-якими мисливцями, які порушують закон. Він сказав, що проконсультується з директором громадських обвинувачень і поліцією ""в найближчому майбутньому"", щоб вирішити, які заходи вжити щодо переслідувань за полювання."
0,"Тривоги щодо плану атестату про середню освіту

Ведуться останні заклики до уряду не відмовлятися від реформи середніх шкіл Англії, запропонованої звітом Томлінсона.

Очікується, що відповідь уряду на план чотирирівневого атестату, що має замінити всі існуючі кваліфікації для віку 14-19 років, з'явиться наступного тижня. Деякі побоюються, що він може бути зірваний, якщо, як припустили Тоні Блер і Рут Келлі, GCSE та A-урівні залишаться. Сам сер Майк Томлінсон був проінформований лише цього тижня. Кажуть, він почувається більш впевнено з приводу того, що ймовірно скаже уряд, ніж якби читав лише те, що було в газетах на початку тижня. Але, за повідомленнями, уряд все ще переписував свою відповідь в п’ятницю. «Це буде трагедією, якщо уряд запропонує напівсерйозну відповідь», — сказав голова комітету з освіти Палати громад, член лейбористської партії Баррі Шірман.

Його основне занепокоєння викликали звіти про те, що атестат буде — але лише для заміни існуючих професійних кваліфікацій. «Ми повинні безпосередньо вирішити структурний безлад, що є в нашій системі середньої освіти», — написав він у Times Educational Supplement. «Не можна стверджувати, що академічний напрям у середній освіті в порядку, тоді як професійний шлях є жахливо слабким». Управління кваліфікацій і навчальних планів (QCA) також закликало уряд не «компрометуватися». QCA заявило, що потенційна «зміна в участі та досягненнях» полягає в цілісності всього атестату. «Будь-яка часткова реалізація пропозицій, на нашу думку, компрометує цю цілісність», — сказав його голова, сер Ентоні Грінер. Це свідчить про занепокоєння QCA, оскільки його порада була передана міністрам минулого грудня, але була оприлюднена лише нещодавно. Але люди розуміють, що відповідь у білому документі є політикою уряду і повинна мати ширшу підтримку міністрів, ніж якщо б вона надходила лише від Міністерства освіти та навичок. Вони можуть бути задоволені, якщо це не «закриє надто багато дверей» у письмовому вигляді — незалежно від того, як це буде представлене.

Головний інспектор шкіл Девід Белл також нещодавно заявив, що GCSE та A-урівні слід скасувати. «Однією з причин, чому я так сильно підтримую зникнення цих термінів з часом, є те, що добре, коли символи змін видно по всій системі», — сказав він. «Якщо ми не скажемо, що це кардинальні зміни в освіті, ми втратимо велику можливість». Університети та директори шкіл у незалежному та державному секторах також підтримали пропозиції Томлінсона, які включають вищі оцінки на просунутому рівні для диференціації між найяскравішими учнями. Оргнізація роботодавців CBI неодноразово висловлювала занепокоєння щодо браку навичок. У спробі вирішити цю проблему, план Томлінсона пропонує тести з «функціональної» математики та грамотності — відзначено, що це не GCSE. Було запропоновано, що уряд вживет певних заходів, щоб задовольнити занепокоєння компаній з цього питання. Ще один опонент — попередник сера Майка Томлінсона на посаді головного інспектора шкіл, професор Кріс Вудхед, який зазначив, що немає потреби в такому «масштабному перевороті». Консервативна партія висунула плани повернутися до системи, за якою лише найяскравіший відсоток учнів кожного року отримуватиме найвищу оцінку A-урівня, незалежно від того, наскільки добре впоралися інші."
4,"GM платить 2 мільярди доларів, щоб уникнути викупу Fiat

General Motors з США заплатить Fiat 1,55 мільярда євро (2 мільярди доларів; 1,1 мільярда фунтів) за вихід з угоди, яка могла змусити його повністю викупити італійського автомобільного виробника.

Fiat продав GM частку в 2000 році в рамках партнерської угоди. Але великі збитки Fiat переконали GM - чия європейська діяльність також перебуває в збитках - відступити. Виплата означає, що дві компанії розірвуть спільні підприємства, але Fiat продовжить постачати дизельні двигуни, а гроші дозволять зменшити його борг. Акції Fiat на Міланській фондовій біржі зросли на 4,5% до 6,2 євро до 09:00 за Грінвічем, після того як вранці вони зросли більше ніж на 7%. ""Тепер у нас є абсолютна свобода формувати наше майбутнє"", - сказав генеральний директор Fiat Сергіо Маркіонне.

Аналітики зазначили, що для Fiat угода, схоже, була вигідною, хоча деякі прогнози очікували виплату в 2 мільярди євро. Fiat отримає 1 мільярд євро негайно, ще 550 мільйонів - протягом 90 днів. Ця компанія є найбільшим приватним роботодавцем в Італії, й невдача у досягненні угоди могла мати серйозні наслідки для тисяч працівників і для італійської економіки. У свою чергу, GM прагнув уникнути будь-якої критики, що угода була помилкою.

«Нам знадобився масштаб у Європі, щоб знизити витрати, і ми змогли це зробити, співпрацюючи з Fiat», - сказав генеральний директор GM Рік Уагонер.

Альянс Fiat-GM виник у 2000 році як альтернатива повному продажу Fiat. Німецько-американська автомобільна компанія DaimlerChrysler була готова купити цю компанію, але патріарх Fiat Джанні Агнеллі не хотів втрачати контроль. Замість цього GM обміняв 6% своєї частки на 20% Fiat - і надав Fiat ""опціон пут"", що дозволяв продати GM решту автомобільного виробника з січня 2004 року до липня 2009 року. Але незважаючи на альянс, Fiat не зміг повернутися в правильне русло, продовжуючи зазнавати збитків і втрачати частку ринку. Як результат, продаж виглядав все вигідніше для італійців - і набагато гірше для GM, яка бореться з власними збитковими європейськими марками Opel і Saab. Відносини ще більше ускладнилися після того, як Fiat продав половину свого фінансового підрозділу і провів капіталізацію в 2003 році, зменшивши частку GM до 10%."
0,"Торі критикують заходи ЄС щодо притулків

Девід Бланкетта звинувачують у використанні ""політики плутанини"", щоб приховати нові міграційні заходи ЄС.

Представник Консервативної партії Девід Девіс заявив депутатам, що Великобританія втрачає своє право вето над тим, хто має право приїздити до країни. ЄС вирішив запровадити голосування більшістю голосів у цій сфері - раніше для прийняття заходів було потрібно одностайне схвалення всіх держав-членів. Пан Бланкетт запевнив депутатів, що Великобританія все ще зможе відхиляти пропозиції щодо імміграції, з якими не погоджується.

Він стверджував, що тісніша співпраця з Європою в питаннях притулку та імміграції є критично важливою для контролю за потоком людей до Великобританії. ""Якщо нам не подобається, що інші країни ЄС роблять в питаннях імміграції та національності, ми маємо право приєднуватись до або виходити з заходів на користь британського народу"", - сказав він. Міністр внутрішніх справ відповідав на термінове запитання від свого торі-колеги пана Девіса. ""Уряд використовує політику плутанини - я думаю, навмисно"", - стверджував пан Девіс. ""Плутанина в країні дозволяє сподіватися, що ніхто не помітить зникнення вето на притулки та імміграцію."" У понеділок Тоні Блер наполягав, що тісніша співпраця не означає втрату контролю над британськими кордонами. Він зазначив, що розширений ЄС з 25 членами потребує спростеного процесу прийняття рішень. Пан Девіс заявив, що, після того як Великобританія приєднається до політики, вона вже не зможе вийти з неї - це залишає Великобританію під загрозою невигідних тлумачень того, що ці політики насправді означають.

Він звинуватив уряд у тому, що той є ""жалюгідним"" у своїх зусиллях з імміграції та притулків і у ""капітуляції"" щодо цього питання. І поцікавився, чому уряд погоджується на заходи щодо притулків та імміграції зараз, коли все це питання є частиною Конституції ЄС, щодо якої виборцям у Великобританії було обіцяно референдум. Пан Блер повідомив на своїй щомісячній прес-конференції, що Великобританія має ""найкраще з обох світів"" і зберігатиме вето. ""Немає жодного питання про те, що Великобританія відмовиться від нашого вето на контроль за нашими кордонами"", - сказав він. ""З Амстердамським договором сім років тому ми забезпечили абсолютне право приєднуватися до будь-яких положень щодо притулків і імміграції, які ми хочемо в Європі."" Пан Бланкетт зустрівся зі своїми колегами з ЄС у Люксембурзі в понеділок, щоб розглянути пропозиції, спрямовані на спрощення процесу прийняття рішень з цього питання.

Очікується, що 25 держав-членів скасовують вимогу щодо одностайного схвалення імміграційної політики на користь системи голосування більшістю голосів. Згідно з цією схемою більші держави, такі як Великобританія, мають отримати більше влади, ніж менші держави ЄС. Очікується, що Великобританія збережеться право ""приєднатися"", що дозволить їй ігнорувати будь-які заходи, з якими вона не погоджується. Представник Ліберально-демократичної партії Марк Оутен назвав цю зміну прагматичною і стверджував, що вона дає кращі шанси на створення європейського рішення для притулків. ""Якщо ми не будемо працювати разом, це означає, що деякі країни можуть ігнорувати свої обов'язки за рахунок своїх сусідів"", - сказав пан Оутен. ""Ліберальні демократи давно стверджували, що Великобританія повинна бути безпечним притулком для шукачів притулку, але це правильно, що ми не робимо це в ізоляції."""
1,"Томлінсон зосереджений на Європі

Стрибун у довжину Кріс Томлінсон скоротив свою програму, щоб забезпечити повну готовність до Європейського чемпіонату в закритих приміщеннях.

23-річний спортсмен отримав незначну травму та відмовився від міжнародних змагань у Мадриді та Лієвені цього тижня, а також від тренувань у теплій погоді на Лансароте. ""Це нічого серйозного"", - сказав його тренер Петер Стенлі. ""Він потягнув м'яз у животі на змаганнях у Бірмінгемі, але вже повернувся до повних тренувань"". Бігун на спринт Марк Льюїс-Френсіс також не участь у змаганнях у Мадриді в четвер. Спортсмен з Бірмінгема, який показав найкращий сезонний результат 6.61 секунди на 60 метрів у Бірмінгемі минулого тижня, також надає перевагу зосередженню на Європейському чемпіонаті в закритих приміщеннях наступного місяця.

Льюїс-Френсіс, який став другим на чемпіонаті Європи три роки тому, поступившись британському товаришу по команді Джейсону Гарднеру, продовжить тренування вдома. Тим часом Томлінсон все ще шукає свою першу велику медаль, і в цьому сезоні він продемонстрував, що може бути в такій формі, щоб отримати місце на подіумі в Мадриді. Атлет з Мідлсбро стрибнув на 7.95 метра на Гран-прі Бірмінгема - цього було достатньо, щоб поступитися світовому чемпіону в закритих приміщеннях Савенту Стрінгфеллоу, який зайняв друге місце."
1,"Біг по Олімпіаді

Минулого тижня я повернувся до офіційних обов'язків у своїй ролі посла лондонської заявки на Олімпійські ігри 2012 року. Але я все ж встиг зробити всі свої тренування для марафону.

Всі спортивні люди з команди заявки столиці вважають мене божевільним за те, що я беру участь у Лондонському марафоні. Голова заявки, лорд Ко, зізнався, що ніколи б не подумав бігти марафон, хоча він був олімпійським бігуном середньої дистанції.

Келлі Голмс, колишній бар'єрист Алан Паско і колишній спринтер Франкі Фредерікс - який тепер є членом МОК - всі хотіли знати, чому хтось хоче бігти так далеко. Ви б подумали, що всі ці атлети, які бігли більшу частину свого життя, не вважатимуть це таким поганим. Але єдина особа, яка позитивно відреагувала на мої наміри, була Танні Грей Томпсон, яка шість разів вигравала забіг на візках Лондонського марафону. Незважаючи на те, що це був дуже напружений тиждень, коли я розважав Комісію з оцінки Міжнародного Olympic комітету (МОК), я насправді знайшов своє графік бігу легшим для виконання. Коли я вдома, мене відволікають всілякі речі, але протягом п’яти днів у Лондоні я перебував у стресовій ситуації, але мені було легко розслабитися бігом.

У середу презентації для команди МОК не закінчилися до пізнього вечора, тому я встиг прогулятися на 45-хвилинний пробіжку. У четвер у нас було ране починання, тому що ми мали відвідати всі олімпійські об’єкти в Лондоні, це було досить виснажливо, але коли ми повернулися до готелю, я одразу знову став на бегову доріжку. У п’ятницю ввечері я побував на спеціальній вечері в Букінгемському палаці, що було приємною подією. Я ніколи не відчуваю провини за те, що їм, особливо коли я тренуюсь. І оскільки це був день відпочинку, мені не потрібно було відчувати себе погано через пропущене тренування. У будь-якому випадку, я встиг ще раз швидко побігти в суботу перед фінальними презентаціями МОК, а потім вирушив додому на день народження доньки.

Коли я був у Лондоні, я робив всі свої пробіжки на беговій доріжці, що не те ж саме, що займатися на вулиці. Одного разу один з технічного персоналу МОК з Австралії біг поруч зі мною. Ми говорили про Олімпіаду в Сіднеї, і це зробило час більш плинним. Я вважаю, що в тренажерному залі бігти досить комфортно, тому що там більше амортизації. Але коли ви готуєтеся до бігу на дорозі, вашому тілу потрібно звикнути до цього вібраційного відчуття, коли ноги торкаються асфальту. Було приємно вийти на дорогу для довгої пробіжки в неділю. Після цього тижня я трохи хвилювався, що не зможу її завершити. Але я впорався дуже добре, і, незважаючи на те, що було люто холодно, я пробіг 15.5 милі - залишилося тільки ще 11.

- Цього року Стів передасть усі кошти від своїх зусиль у Лондонському марафоні жертвам цунамі. Стів писатиме регулярну колонку про злети і падіння свого тренування для марафону для вебсайту BBC Sport. Він збирає кошти через Фонд Стівена Редгрейва, який підтримує Асоціацію дитячих хоспісів, благодійну організацію ""Діти з лейкемією"" та власний проект Фонду, який має на меті забезпечити школи в місті веселковим обладнанням для веслування."
0,"Підтримка заборони на полювання «зменшується»

Підтримка заборони на полювання знизилася за останні шість років, свідчать результати опитування.

Менше половини жителів Великої Британії підтримує заборону, тоді як майже дві третини були за неї у 1999 році, показало опитування Mori серед 2000 дорослих для програми BBC One ""Countryfile"". Кількість тих, хто виступає проти заборони, залишається сталою, але тих, хто «ні підтримує, ні виступає проти» стало на 11% більше. Більшість городян підтримують заборону, але серед жителів сільської місцевості думки розділилися між прихильниками, противниками та тими, хто не визначився.

Опитувальна компанія Mori провела обидва опитування. У липні 1999 року вони запитали 801 дорослого, чи підтримують вони заборону для Mail on Sunday. Для програми ""Countryfile"" запитали 2234 дорослих по всій країні те саме питання. Опитування для Mail on Sunday показало, що 63% підтримували заборону на полювання, в той час як 24% були проти. У опитуванні ""Countryfile"" 47% сказали, що підтримують законодавство, а 26% проти. Але творці програми вважають, що британська публіка стає «все більш нейтральною» щодо цього питання, оскільки близько чверті сказали, що «ні підтримують, ні виступають проти» заборони."
4,"Circuit City отримала пропозицію про поглинання

Circuit City Stores, другий за величиною роздрібний продавець електроніки в США, отримала пропозицію про поглинання на суму 3,25 млрд доларів (1,7 млрд фунтів стерлінгів).

Цю пропозицію зробила приватна інвестиційна компанія Highfields Capital Management, що базується в Бостоні, яка вже володіє 6,7% акцій Circuit City. Акції роздрібного продавця зросли на 19,6%, до 17,04 доларів, під час торгів у вівторок вранці в Нью-Йорку після оголошення. Highfield заявила, що має намір зробити компанію з Вірджинії приватною.

""Така трансформація усуне прозорість публічної компанії в операційній стратегії, що є унікально шкодливою в умовах високої конкуренції, де Circuit City змагається з потужним і вкоріненим суперником"", - заявила компанія Highfield. Один з аналітиків припустив, що для компанії може розпочатися битва за пропозиції. Білл Армстронг, торговий аналітик CL King & Associates, зазначив, що очікує, що інші приватні інвестиційні компанії також висловлять цікавість до Circuit City. Роздрібний продавець не має боргів і має хороший грошовий потік, незважаючи на те, що, як кажуть, він намагається зрівнятися з лідером ринку Best Buy і зниженою конкуренцією з боку таких компаній, як Wal-Mart, сказав пан Армстронг."
